1,0.0005
0.989036,0.001079
0.972198,0.00248
0.954936,0.003857
0.937344,0.005231
0.919508,0.006602
0.901495,0.007968
0.883357,0.009323
0.865133,0.010665
0.846853,0.011989
0.828536,0.013291
0.810198,0.014567
0.791847,0.015813
0.773491,0.017025
0.755133,0.018201
0.736778,0.019338
0.718425,0.020434
0.700077,0.021486
0.681734,0.022494
0.663397,0.023454
0.645067,0.024365
0.626744,0.025226
0.608429,0.026034
0.590124,0.026788
0.571829,0.027485
0.553546,0.028123
0.535275,0.028698
0.517018,0.029209
0.498777,0.029653
0.480554,0.030026
0.462352,0.030323
0.444171,0.030539
0.426012,0.030667
0.407873,0.030701
0.389751,0.030639
0.371647,0.030487
0.353569,0.030251
0.335532,0.02994
0.31756,0.029556
0.299686,0.029103
0.281949,0.028578
0.264402,0.027985
0.247113,0.027325
0.230164,0.026603
0.213658,0.025825
0.197707,0.025
0.182432,0.024139
0.167945,0.023256
0.154338,0.022362
0.141671,0.021469
0.129966,0.020588
0.11921,0.019727
0.10936,0.018893
0.100355,0.018088
0.092121,0.017313
0.084585,0.016569
0.077672,0.015853
0.071314,0.015164
0.065449,0.014498
0.060023,0.013854
0.054986,0.013228
0.050295,0.012619
0.045914,0.012025
0.041809,0.011445
0.037953,0.010876
0.034321,0.010317
0.030892,0.009767
0.027648,0.009222
0.024571,0.008681
0.02165,0.00814
0.018871,0.007595
0.016222,0.007041
0.013694,0.006473
0.01129,0.005872
0.009007,0.005227
0.006813,0.004549
0.004703,0.003824
0.002803,0.002899
0.001235,0.001627
0.000583,0.000862
0,0
